attack_method,breach_rate_pct,impact_mean
IDAA,54.16666666666666,0.2873552673253587
SI_NI_FGSM,29.166666666666668,0.1755482241367176
MI_FGSM,26.666666666666668,0.1643273050972152
MI_ADMIX_DI_TI,24.166666666666668,0.1534894498691491
TI_FGSM,20.416666666666668,0.1313289102873426
PGD,16.666666666666664,0.1002993952430816
